identifier,name,country,political_group,gender,parliamentary_term
124736,Merja Kyllönen,FI,THE-LEFT,FEMALE,10
256805,Li Andersson,FI,THE-LEFT,FEMALE,10
197404,Jessica Polfjärd,SE,PPE,FEMALE,10
197406,Arba Kokalari,SE,PPE,FEMALE,10
257089,Alice Teodorescu Måwe,SE,PPE,FEMALE,10
197391,Heléne Fritzon,SE,S-D,FEMALE,10
197392,Evin Incir,SE,S-D,FEMALE,10
257088,Sofie Eriksson,SE,S-D,FEMALE,10
197395,Alice Kuhnke,SE,VERTS-ALE,FEMALE,10
96675,Isabella Lövin,SE,VERTS-ALE,FEMALE,10
257090,Beatrice Timgren,SE,ECR,FEMALE,10
197400,Abir Al-Sahlani,SE,RENEW,FEMALE,10
197401,Karin Karlsbro,SE,RENEW,FEMALE,10
214839,Emma Wiesner,SE,RENEW,FEMALE,10
257092,Hanna Gedin,SE,THE-LEFT,FEMALE,10
125107,Claude Rolin,BE,PPE,MALE,8
129164,Tom Vandenkendelaere,BE,PPE,MALE,8
24922,Pascal Arimont,BE,PPE,MALE,8
28257,Ivo Belet,BE,PPE,MALE,8
124973,Gerolf Annemans,BE,NI,MALE,8
29579,Marc Tarabella,BE,NI,MALE,8
125002,Hugues Bayet,BE,S-D,MALE,8
29579,Marc Tarabella,BE,S-D,MALE,8
4751,Bart Staes,BE,VERTS-ALE,MALE,8
96648,Philippe Lamberts,BE,VERTS-ALE,MALE,8
117477,Mark Demesmaeker,BE,ECR,MALE,8
125106,Johan Van Overtveldt,BE,ECR,MALE,8
125108,Louis Ide,BE,ECR,MALE,8
128717,Sander Loones,BE,ECR,MALE,8
195454,Ralph Packet,BE,ECR,MALE,8
97058,Guy Verhofstadt,BE,RENEW,MALE,8
124973,Gerolf Annemans,BE,ID,MALE,8
107212,Andrey Novakov,BG,PPE,MALE,8
111027,Svetoslav Hristov Malinov,BG,PPE,MALE,8
124843,Tomislav Donchev,BG,PPE,MALE,8
124850,Emil Radev,BG,PPE,MALE,8
189525,Asim Ademov,BG,PPE,MALE,8
38601,Vladimir Urutchev,BG,PPE,MALE,8
97968,Andrey Kovatchev,BG,PPE,MALE,8
124852,Sergei Stanishev,BG,S-D,MALE,8
124855,Georgi Pirinski,BG,S-D,MALE,8
124857,Peter Kouroumbashev,BG,S-D,MALE,8
125013,Momchil Nekov,BG,S-D,MALE,8
124871,Nikolay Barekov,BG,ECR,MALE,8
124873,Angel Dzhambazki,BG,ECR,MALE,8
124866,Ilhan Kyuchyuk,BG,RENEW,MALE,8
124701,Luděk Niedermayer,CZ,PPE,MALE,8
124702,Jaromír Štětina,CZ,PPE,MALE,8
124704,Stanislav Polčák,CZ,PPE,MALE,8
124713,Tomáš Zdechovský,CZ,PPE,MALE,8
125706,Jiří Pospíšil,CZ,PPE,MALE,8
96272,Pavel Svoboda,CZ,PPE,MALE,8
84175,Petr Mach,CZ,NI,MALE,8
124695,Jan Keller,CZ,S-D,MALE,8
124699,Miroslav Poche,CZ,S-D,MALE,8
96715,Pavel Poc,CZ,S-D,MALE,8
23712,Jan Zahradil,CZ,ECR,MALE,8
96713,Evžen Tošenovský,CZ,ECR,MALE,8
96705,Bendt Bendtsen,DK,PPE,MALE,8
124870,Jeppe Kofod,DK,S-D,MALE,8
28154,Ole Christensen,DK,S-D,MALE,8
124875,Anders Vistisen,DK,ECR,MALE,8
124878,Jørn Dohrmann,DK,ECR,MALE,8
96663,Morten Messerschmidt,DK,ECR,MALE,8
124872,Morten Petersen,DK,RENEW,MALE,8
96709,Morten Løkkegaard,DK,RENEW,MALE,8
124875,Anders Vistisen,DK,ID,MALE,8
1037,Reimer Böge,DE,PPE,MALE,8
1038,Karl-Heinz Florenz,DE,PPE,MALE,8
124806,David McAllister,DE,PPE,MALE,8
124807,Jens Gieseke,DE,PPE,MALE,8
124808,Norbert Lins,DE,PPE,MALE,8
124809,Sven Schulze,DE,PPE,MALE,8
1263,Elmar Brok,DE,PPE,MALE,8
1852,Dieter-Lebrecht Koch,DE,PPE,MALE,8
188945,Dennis Radtke,DE,PPE,MALE,8
1917,Markus Ferber,DE,PPE,MALE,8
1922,Thomas Mann,DE,PPE,MALE,8
1927,Peter Liese,DE,PPE,MALE,8
1928,Werner Langen,DE,PPE,MALE,8
194391,Stefan Gehrold,DE,PPE,MALE,8
2323,Rainer Wieland,DE,PPE,MALE,8
2341,Michael Gahler,DE,PPE,MALE,8
28219,Daniel Caspary,DE,PPE,MALE,8
28223,Andreas Schwab,DE,PPE,MALE,8
28224,Markus Pieper,DE,PPE,MALE,8
28225,Herbert Reul,DE,PPE,MALE,8
28226,Christian Ehler,DE,PPE,MALE,8
28228,Albert Deß,DE,PPE,MALE,8
28229,Manfred Weber,DE,PPE,MALE,8
96761,Axel Voss,DE,PPE,MALE,8
96762,Joachim Zeller,DE,PPE,MALE,8
96764,Hermann Winkler,DE,PPE,MALE,8
96767,Werner Kuhn,DE,PPE,MALE,8
96772,Peter Jahr,DE,PPE,MALE,8
96997,Burkhard Balz,DE,PPE,MALE,8
124830,Marcus Pretzell,DE,NI,MALE,8
124832,Udo Voigt,DE,NI,MALE,8
124834,Martin Sonneborn,DE,NI,MALE,8
124858,Fabio De Masi,DE,NI,MALE,8
190518,Jörg Meuthen,DE,NI,MALE,8
124822,Dietmar Köster,DE,S-D,MALE,8
124837,Joachim Schuster,DE,S-D,MALE,8
124839,Arne Lietz,DE,S-D,MALE,8
124840,Jakob von Weizsäcker,DE,S-D,MALE,8
185619,Tiemo Wölken,DE,S-D,MALE,8
186884,Arndt Kohn,DE,S-D,MALE,8
190799,Michael Detjen,DE,S-D,MALE,8
1909,Bernd Lange,DE,S-D,MALE,8
1911,Martin Schulz,DE,S-D,MALE,8
34728,Matthias Groote,DE,S-D,MALE,8
4262,Jo Leinen,DE,S-D,MALE,8
4267,Udo Bullmann,DE,S-D,MALE,8
96833,Jens Geier,DE,S-D,MALE,8
96836,Peter Simon,DE,S-D,MALE,8
96840,Knut Fleckenstein,DE,S-D,MALE,8
96842,Ismail Ertug,DE,S-D,MALE,8
96844,Norbert Neuser,DE,S-D,MALE,8
124816,Felix Reda,DE,VERTS-ALE,MALE,8
124818,Klaus Buchner,DE,VERTS-ALE,MALE,8
193273,Romeo Franz,DE,VERTS-ALE,MALE,8
28238,Michael Cramer,DE,VERTS-ALE,MALE,8
96730,Sven Giegold,DE,VERTS-ALE,MALE,8
96736,Jan Philipp Albrecht,DE,VERTS-ALE,MALE,8
96739,Reinhard Bütikofer,DE,VERTS-ALE,MALE,8
96752,Martin Häusling,DE,VERTS-ALE,MALE,8
124815,Arne Gericke,DE,ECR,MALE,8
124820,Bernd Lucke,DE,ECR,MALE,8
124823,Hans-Olaf Henkel,DE,ECR,MALE,8
124824,Bernd Kölmel,DE,ECR,MALE,8
124827,Joachim Starbatty,DE,ECR,MALE,8
124830,Marcus Pretzell,DE,ECR,MALE,8
190517,Martin Schirdewan,DE,THE-LEFT,MALE,8
96646,Helmut Scholz,DE,THE-LEFT,MALE,8
190518,Jörg Meuthen,DE,ID,MALE,8
28424,Tunne Kelam,EE,PPE,MALE,8
197131,Hannes Hanso,EE,S-D,MALE,8
97025,Ivari Padar,EE,S-D,MALE,8
97136,Indrek Tarand,EE,VERTS-ALE,MALE,8
124696,Andrus Ansip,EE,RENEW,MALE,8
129073,Urmas Paet,EE,RENEW,MALE,8
118658,Brian Hayes,IE,PPE,MALE,8
96668,Seán Kelly,IE,PPE,MALE,8
2109,Brian Crowley,IE,ECR,MALE,8
124985,Luke Ming Flanagan,IE,THE-LEFT,MALE,8
125006,Francisco de Paula Gambus Millet,ES,PPE,MALE,8
125027,Esteban González Pons,ES,PPE,MALE,8
125032,Ramón Luis Valcárcel Siso,ES,PPE,MALE,8
1351,Miguel Arias Cañete,ES,PPE,MALE,8
2002,José Ignacio Salafranca Sánchez-Neyra,ES,PPE,MALE,8
28393,Luis de Grandes Pascual,ES,PPE,MALE,8
28397,Agustín Díaz de Mera García Consuegra,ES,PPE,MALE,8
28398,Carlos Iturgaiz,ES,PPE,MALE,8
28399,Antonio López-Istúriz White,ES,PPE,MALE,8
28400,Francisco José Millán Mon,ES,PPE,MALE,8
96729,Santiago Fisas Ayxelà,ES,PPE,MALE,8
96763,Pablo Zalba Bidegain,ES,PPE,MALE,8
96808,Pablo Arias Echeverría,ES,PPE,MALE,8
96936,Gabriel Mato,ES,PPE,MALE,8
96812,Juan Fernando López Aguilar,ES,NI,MALE,8
103488,Sergio Gutiérrez Prieto,ES,S-D,MALE,8
125042,Javi López,ES,S-D,MALE,8
125044,José Blanco López,ES,S-D,MALE,8
125046,Jonás Fernández,ES,S-D,MALE,8
96768,Enrique Guerrero Salom,ES,S-D,MALE,8
96812,Juan Fernando López Aguilar,ES,S-D,MALE,8
97078,Ramón Jáuregui Atondo,ES,S-D,MALE,8
124932,Josep-Maria Terricabras,ES,VERTS-ALE,MALE,8
124933,Ernest Maragall,ES,VERTS-ALE,MALE,8
124972,Ernest Urtasun,ES,VERTS-ALE,MALE,8
125053,Jordi Vicent Sebastia Talavera,ES,VERTS-ALE,MALE,8
185974,Jordi Solé,ES,VERTS-ALE,MALE,8
26146,Florent Marcellesi,ES,VERTS-ALE,MALE,8
125005,Javier Nart,ES,RENEW,MALE,8
131507,Miguel Urbán Crespo,ES,THE-LEFT,MALE,8
108080,Franck Proust,FR,PPE,MALE,8
1204,Alain Lamassoure,FR,PPE,MALE,8
124728,Marc Joulaud,FR,PPE,MALE,8
124729,Renaud Muselier,FR,PPE,MALE,8
124731,Jérôme Lavrilleux,FR,PPE,MALE,8
190774,Geoffroy Didier,FR,PPE,MALE,8
5565,Brice Hortefeux,FR,PPE,MALE,8
96747,Arnaud Danjean,FR,PPE,MALE,8
96849,Alain Cadec,FR,PPE,MALE,8
96884,Philippe Juvin,FR,PPE,MALE,8
96931,Maurice Ponga,FR,PPE,MALE,8
97296,Michel Dantin,FR,PPE,MALE,8
1023,Jean-Marie Le Pen,FR,NI,MALE,8
110977,Florian Philippot,FR,NI,MALE,8
1164,Bruno Gollnisch,FR,NI,MALE,8
124738,Gilles Lebreton,FR,NI,MALE,8
124751,Dominique Martin,FR,NI,MALE,8
124752,Aymeric Chauprade,FR,NI,MALE,8
124755,Jean-Luc Schaffhauser,FR,NI,MALE,8
124757,Steeve Briois,FR,NI,MALE,8
124760,Nicolas Bay,FR,NI,MALE,8
124761,Bernard Monot,FR,NI,MALE,8
124767,Edouard Ferrand,FR,NI,MALE,8
124770,Jean-François Jalkh,FR,NI,MALE,8
125684,Philippe Loiseau,FR,NI,MALE,8
24505,Emmanuel Maurel,FR,NI,MALE,8
30190,Louis Aliot,FR,NI,MALE,8
113892,Eric Andrieu,FR,S-D,MALE,8
124693,Pascal Durand,FR,S-D,MALE,8
124725,Louis-Joseph Manscour,FR,S-D,MALE,8
124947,Edouard Martin,FR,S-D,MALE,8
24505,Emmanuel Maurel,FR,S-D,MALE,8
28166,Vincent Peillon,FR,S-D,MALE,8
94282,Jean-Paul Denanot,FR,S-D,MALE,8
96948,Gilles Pargneaux,FR,S-D,MALE,8
124693,Pascal Durand,FR,VERTS-ALE,MALE,8
96740,Yannick Jadot,FR,VERTS-ALE,MALE,8
96744,José Bové,FR,VERTS-ALE,MALE,8
124760,Nicolas Bay,FR,ECR,MALE,8
124693,Pascal Durand,FR,RENEW,MALE,8
96885,Dominique Riquet,FR,RENEW,MALE,8
24505,Emmanuel Maurel,FR,THE-LEFT,MALE,8
30482,Younous Omarjee,FR,THE-LEFT,MALE,8
124738,Gilles Lebreton,FR,ID,MALE,8
124760,Nicolas Bay,FR,ID,MALE,8
124770,Jean-François Jalkh,FR,ID,MALE,8
112755,Andrej Plenković,HR,PPE,MALE,8
119435,Davor Ivo Stier,HR,PPE,MALE,8
185340,Ivica Tolić,HR,PPE,MALE,8
112744,Tonino Picula,HR,S-D,MALE,8
124756,Davor Škrlec,HR,VERTS-ALE,MALE,8
124764,Giovanni Toti,IT,PPE,MALE,8
124772,Alberto Cirio,IT,PPE,MALE,8
124794,Remo Sernagiotto,IT,PPE,MALE,8
124795,Flavio Tosi,IT,PPE,MALE,8
124828,Fulvio Martusciello,IT,PPE,MALE,8
124853,Salvatore Domenico Pogliese,IT,PPE,MALE,8
124854,Salvatore Cicu,IT,PPE,MALE,8
125670,Massimiliano Salini,IT,PPE,MALE,8
133326,Stefano Maullu,IT,PPE,MALE,8
193706,Giovanni Miccichè,IT,PPE,MALE,8
2187,Antonio Tajani,IT,PPE,MALE,8
28451,Lorenzo Cesa,IT,PPE,MALE,8
36392,Aldo Patriciello,IT,PPE,MALE,8
4465,Raffaele Fitto,IT,PPE,MALE,8
72754,Innocenzo Leontini,IT,PPE,MALE,8
96787,Herbert Dorfmann,IT,PPE,MALE,8
96816,Giovanni La Via,IT,PPE,MALE,8
124778,Marco Valli,IT,NI,MALE,8
124780,Marco Zanni,IT,NI,MALE,8
124795,Flavio Tosi,IT,NI,MALE,8
124796,David Borrelli,IT,NI,MALE,8
124797,Marco Affronte,IT,NI,MALE,8
124812,Fabio Massimo Castaldo,IT,NI,MALE,8
124813,Dario Tamburrano,IT,NI,MALE,8
124844,Piernicola Pedicini,IT,NI,MALE,8
124856,Ignazio Corrao,IT,NI,MALE,8
124860,Renato Soru,IT,NI,MALE,8
124869,Gianluca Buonanno,IT,NI,MALE,8
125237,Marco Zullo,IT,NI,MALE,8
21817,Mario Borghezio,IT,NI,MALE,8
28404,Matteo Salvini,IT,NI,MALE,8
96880,Andrea Cozzolino,IT,NI,MALE,8
96993,Lorenzo Fontana,IT,NI,MALE,8
124788,Luigi Morgano,IT,S-D,MALE,8
124791,Daniele Viotti,IT,S-D,MALE,8
124800,Flavio Zanonato,IT,S-D,MALE,8
124817,Enrico Gasbarra,IT,S-D,MALE,8
124819,Goffredo Maria Bettini,IT,S-D,MALE,8
124821,Nicola Danti,IT,S-D,MALE,8
124849,Massimo Paolucci,IT,S-D,MALE,8
124851,Nicola Caputo,IT,S-D,MALE,8
124860,Renato Soru,IT,S-D,MALE,8
124867,Brando Benifei,IT,S-D,MALE,8
131051,Damiano Zoffoli,IT,S-D,MALE,8
192634,Giuseppe Ferrandino,IT,S-D,MALE,8
28365,Pier Antonio Panzeri,IT,S-D,MALE,8
4436,Gianni Pittella,IT,S-D,MALE,8
96864,David Maria Sassoli,IT,S-D,MALE,8
96880,Andrea Cozzolino,IT,S-D,MALE,8
96891,Paolo De Castro,IT,S-D,MALE,8
96892,Roberto Gualtieri,IT,S-D,MALE,8
96915,Sergio Gaetano Cofferati,IT,S-D,MALE,8
124797,Marco Affronte,IT,VERTS-ALE,MALE,8
124844,Piernicola Pedicini,IT,VERTS-ALE,MALE,8
124856,Ignazio Corrao,IT,VERTS-ALE,MALE,8
124794,Remo Sernagiotto,IT,ECR,MALE,8
133326,Stefano Maullu,IT,ECR,MALE,8
4465,Raffaele Fitto,IT,ECR,MALE,8
72754,Innocenzo Leontini,IT,ECR,MALE,8
124812,Fabio Massimo Castaldo,IT,RENEW,MALE,8
124821,Nicola Danti,IT,RENEW,MALE,8
125237,Marco Zullo,IT,RENEW,MALE,8
192634,Giuseppe Ferrandino,IT,RENEW,MALE,8
124813,Dario Tamburrano,IT,THE-LEFT,MALE,8
124780,Marco Zanni,IT,ID,MALE,8
183793,Angelo Ciocca,IT,ID,MALE,8
192635,Danilo Oscar Lancini,IT,ID,MALE,8
36392,Aldo Patriciello,IT,ID,MALE,8
124688,Christos Stylianides,CY,PPE,MALE,8
26837,Lefteris Christoforou,CY,PPE,MALE,8
124691,Costas Mavrides,CY,S-D,MALE,8
124692,Demetris Papadakis,CY,S-D,MALE,8
111033,Kārlis Šadurskis,LV,PPE,MALE,8
124743,Artis Pabriks,LV,PPE,MALE,8
196042,Aleksejs Loskutovs,LV,PPE,MALE,8
28618,Valdis Dombrovskis,LV,PPE,MALE,8
96901,Krišjānis Kariņš,LV,PPE,MALE,8
124746,Andrejs Mamikins,LV,S-D,MALE,8
191695,Miroslavs Mitrofanovs,LV,VERTS-ALE,MALE,8
28615,Roberts Zīle,LV,ECR,MALE,8
124759,Gabrielius Landsbergis,LT,PPE,MALE,8
124763,Antanas Guoga,LT,PPE,MALE,8
96696,Algirdas Saudargas,LT,PPE,MALE,8
124768,Valentinas Mazuronis,LT,NI,MALE,8
96694,Rolandas Paksas,LT,NI,MALE,8
96698,Viktor Uspaskich,LT,NI,MALE,8
96680,Zigmantas Balčytis,LT,S-D,MALE,8
125214,Bronis Ropė,LT,VERTS-ALE,MALE,8
96697,Waldemar Tomaszewski,LT,ECR,MALE,8
124766,Petras Auštrevičius,LT,RENEW,MALE,8
96698,Viktor Uspaskich,LT,RENEW,MALE,8
193419,Christophe Hansen,LU,PPE,MALE,8
96876,Frank Engel,LU,PPE,MALE,8
97293,Georges Bach,LU,PPE,MALE,8
4432,Claude Turmes,LU,VERTS-ALE,MALE,8
840,Charles Goerens,LU,RENEW,MALE,8
124711,Norbert Erdős,HU,PPE,MALE,8
124714,Andor Deli,HU,PPE,MALE,8
124715,György Hölvényi,HU,PPE,MALE,8
23816,András Gyürk,HU,PPE,MALE,8
23821,József Szájer,HU,PPE,MALE,8
28135,György Schöpflin,HU,PPE,MALE,8
39726,László Tőkés,HU,PPE,MALE,8
96826,Tamás Deutsch,HU,PPE,MALE,8
96829,Ádám Kósa,HU,PPE,MALE,8
102887,Béla Kovács,HU,NI,MALE,8
124714,Andor Deli,HU,NI,MALE,8
23816,András Gyürk,HU,NI,MALE,8
96826,Tamás Deutsch,HU,NI,MALE,8
96829,Ádám Kósa,HU,NI,MALE,8
96877,Zoltán Balczó,HU,NI,MALE,8
124703,Tibor Szanyi,HU,S-D,MALE,8
124705,István Ujhelyi,HU,S-D,MALE,8
124722,Csaba Molnár,HU,S-D,MALE,8
124723,Péter Niedermüller,HU,S-D,MALE,8
124720,Tamás Meszerics,HU,VERTS-ALE,MALE,8
124721,Benedek Jávor,HU,VERTS-ALE,MALE,8
188906,Francis Zammit Dimech,MT,PPE,MALE,8
28122,David Casa,MT,PPE,MALE,8
124781,Alfred Sant,MT,S-D,MALE,8
28165,Lambert van Nistelrooij,NL,PPE,MALE,8
95074,Jeroen Lenaers,NL,PPE,MALE,8
96754,Wim van de Camp,NL,PPE,MALE,8
96809,Peter van Dalen,NL,PPE,MALE,8
103246,Auke Zijlstra,NL,NI,MALE,8
125025,Marcel de Graaff,NL,NI,MALE,8
125028,Olaf Stuger,NL,NI,MALE,8
125029,Hans Jansen,NL,NI,MALE,8
125020,Paul Tang,NL,S-D,MALE,8
96725,Bas Eickhout,NL,VERTS-ALE,MALE,8
4507,Bas Belder,NL,ECR,MALE,8
96809,Peter van Dalen,NL,ECR,MALE,8
58789,Jan Huitema,NL,RENEW,MALE,8
96940,Gerben-Jan Gerbrandy,NL,RENEW,MALE,8
125025,Marcel de Graaff,NL,ID,MALE,8
107041,Heinz K. Becker,AT,PPE,MALE,8
190713,Lukas Mandl,AT,PPE,MALE,8
2278,Paul Rübig,AT,PPE,MALE,8
4246,Othmar Karas,AT,PPE,MALE,8
125001,Harald Vilimsky,AT,NI,MALE,8
38511,Georg Mayer,AT,NI,MALE,8
96981,Franz Obermayr,AT,NI,MALE,8
111014,Josef Weidenholzer,AT,S-D,MALE,8
125018,Eugen Freund,AT,S-D,MALE,8
28251,Jörg Leichtfried,AT,S-D,MALE,8
124935,Michel Reimon,AT,VERTS-ALE,MALE,8
190464,Thomas Waitz,AT,VERTS-ALE,MALE,8
125001,Harald Vilimsky,AT,ID,MALE,8
38511,Georg Mayer,AT,ID,MALE,8
124881,Marek Plura,PL,PPE,MALE,8
124890,Adam Szejnfeld,PL,PPE,MALE,8
124893,Bogdan Andrzej Zdrojewski,PL,PPE,MALE,8
124895,Krzysztof Hetman,PL,PPE,MALE,8
124896,Michał Boni,PL,PPE,MALE,8
124903,Bogdan Brunon Wenta,PL,PPE,MALE,8
23781,Janusz Lewandowski,PL,PPE,MALE,8
23785,Andrzej Grzyb,PL,PPE,MALE,8
23787,Czesław Adam Siekierski,PL,PPE,MALE,8
28269,Jerzy Buzek,PL,PPE,MALE,8
28288,Jan Olbrycht,PL,PPE,MALE,8
28297,Jacek Saryusz-Wolski,PL,PPE,MALE,8
28299,Bogusław Sonik,PL,PPE,MALE,8
28301,Tadeusz Zwiefka,PL,PPE,MALE,8
28394,Dariusz Rosati,PL,PPE,MALE,8
96771,Jarosław Kalinowski,PL,PPE,MALE,8
96774,Jarosław Wałęsa,PL,PPE,MALE,8
124879,Janusz Korwin-Mikke,PL,NI,MALE,8
124886,Robert Jarosław Iwaszkiewicz,PL,NI,MALE,8
124894,Michał Marusik,PL,NI,MALE,8
124902,Stanisław Żółtek,PL,NI,MALE,8
192298,Dobromir Sośnierz,PL,NI,MALE,8
23791,Kazimierz Michał Ujazdowski,PL,NI,MALE,8
28297,Jacek Saryusz-Wolski,PL,NI,MALE,8
23768,Bogusław Liberadzki,PL,S-D,MALE,8
28379,Adam Gierek,PL,S-D,MALE,8
96784,Janusz Zemke,PL,S-D,MALE,8
124874,Bolesław G. Piecha,PL,ECR,MALE,8
124882,Dawid Bohdan Jackiewicz,PL,ECR,MALE,8
124884,Kosma Złotowski,PL,ECR,MALE,8
124887,Karol Karski,PL,ECR,MALE,8
124891,Zdzisław Krasnodębski,PL,ECR,MALE,8
124892,Marek Jurek,PL,ECR,MALE,8
124897,Stanisław Ożóg,PL,ECR,MALE,8
124899,Andrzej Duda,PL,ECR,MALE,8
132925,Edward Czesak,PL,ECR,MALE,8
135540,Czesław Hoc,PL,ECR,MALE,8
135541,Sławomir Kłosowski,PL,ECR,MALE,8
23784,Janusz Wojciechowski,PL,ECR,MALE,8
23791,Kazimierz Michał Ujazdowski,PL,ECR,MALE,8
28297,Jacek Saryusz-Wolski,PL,ECR,MALE,8
28341,Mirosław Piotrowski,PL,ECR,MALE,8
28372,Ryszard Czarnecki,PL,ECR,MALE,8
28389,Zbigniew Kuźmiuk,PL,ECR,MALE,8
96790,Marek Józef Gróbarczyk,PL,ECR,MALE,8
96796,Ryszard Antoni Legutko,PL,ECR,MALE,8
96801,Tomasz Piotr Poręba,PL,ECR,MALE,8
124730,Fernando Ruas,PT,PPE,MALE,8
125101,José Inácio Faria,PT,PPE,MALE,8
1892,Carlos Coelho,PT,PPE,MALE,8
96899,José Manuel Fernandes,PT,PPE,MALE,8
96903,Paulo Rangel,PT,PPE,MALE,8
96978,Nuno Melo,PT,PPE,MALE,8
124739,Carlos Zorrinho,PT,S-D,MALE,8
124741,Ricardo Serrão Santos,PT,S-D,MALE,8
124747,Pedro Silva Pereira,PT,S-D,MALE,8
21918,Manuel dos Santos,PT,S-D,MALE,8
28307,Francisco Assis,PT,S-D,MALE,8
136236,João Pimenta Lopes,PT,THE-LEFT,MALE,8
96706,João Ferreira,PT,THE-LEFT,MALE,8
124789,Sorin Moisă,RO,PPE,MALE,8
124802,Siegfried Mureşan,RO,PPE,MALE,8
125012,Daniel Buda,RO,PPE,MALE,8
131750,Mihai Ţurcanu,RO,PPE,MALE,8
33982,Marian-Jean Marinescu,RO,PPE,MALE,8
37448,Eduard-Raul Hellvig,RO,PPE,MALE,8
38420,Cristian-Silviu Buşoi,RO,PPE,MALE,8
39721,Theodor Dumitru Stolojan,RO,PPE,MALE,8
39724,Csaba Sógor,RO,PPE,MALE,8
39725,Iuliu Winkler,RO,PPE,MALE,8
96835,Traian Ungureanu,RO,PPE,MALE,8
96838,Cristian Dan Preda,RO,PPE,MALE,8
124789,Sorin Moisă,RO,NI,MALE,8
124792,Laurenţiu Rebega,RO,NI,MALE,8
96857,Cătălin Sorin Ivan,RO,NI,MALE,8
124784,Dan Nica,RO,S-D,MALE,8
124786,Damian Drăghici,RO,S-D,MALE,8
124789,Sorin Moisă,RO,S-D,MALE,8
124790,Doru-Claudian Frunzulică,RO,S-D,MALE,8
124792,Laurenţiu Rebega,RO,S-D,MALE,8
129256,Emilian Pavel,RO,S-D,MALE,8
189490,Răzvan Popa,RO,S-D,MALE,8
33984,Ioan Mircea Paşcu,RO,S-D,MALE,8
39711,Victor Boştinaru,RO,S-D,MALE,8
40224,Andi Cristea,RO,S-D,MALE,8
88882,Victor Negrescu,RO,S-D,MALE,8
96847,Claudiu Ciprian Tănăsescu,RO,S-D,MALE,8
96857,Cătălin Sorin Ivan,RO,S-D,MALE,8
124792,Laurenţiu Rebega,RO,ECR,MALE,8
125004,Franc Bogovič,SI,PPE,MALE,8
23693,Alojz Peterle,SI,PPE,MALE,8
96933,Milan Zver,SI,PPE,MALE,8
125003,Igor Šoltes,SI,VERTS-ALE,MALE,8
124926,József Nagy,SK,PPE,MALE,8
124929,Ivan Štefanec,SK,PPE,MALE,8
124930,Pál Csáky,SK,PPE,MALE,8
28178,Miroslav Mikolášik,SK,PPE,MALE,8
96651,Eduard Kukan,SK,PPE,MALE,8
28192,Vladimír Maňka,SK,S-D,MALE,8
96656,Boris Zala,SK,S-D,MALE,8
124927,Branislav Škripek,SK,ECR,MALE,8
124928,Richard Sulík,SK,ECR,MALE,8
112611,Petri Sarvamaa,FI,PPE,MALE,8
107385,Sampo Terho,FI,ECR,MALE,8
124727,Jussi Halla-aho,FI,ECR,MALE,8
114268,Nils Torvalds,FI,RENEW,MALE,8
124990,Lars Adaktusson,SE,PPE,MALE,8
194658,Anders Sellström,SE,PPE,MALE,8
28124,Gunnar Hökmark,SE,PPE,MALE,8
28126,Christofer Fjellner,SE,PPE,MALE,8
124996,Peter Lundgren,SE,NI,MALE,8
111024,Jens Nilsson,SE,S-D,MALE,8
192465,Aleksander Gabelic,SE,S-D,MALE,8
96673,Olle Ludvigsson,SE,S-D,MALE,8
124937,Peter Eriksson,SE,VERTS-ALE,MALE,8
124994,Max Andersson,SE,VERTS-ALE,MALE,8
183338,Jakop G. Dalunde,SE,VERTS-ALE,MALE,8
124996,Peter Lundgren,SE,ECR,MALE,8
124989,Fredrick Federley,SE,RENEW,MALE,8
129164,Tom Vandenkendelaere,BE,PPE,MALE,9
197420,Kris Peeters,BE,PPE,MALE,9
197458,Benoît Lutgen,BE,PPE,MALE,9
24922,Pascal Arimont,BE,PPE,MALE,9
29579,Marc Tarabella,BE,NI,MALE,9
29579,Marc Tarabella,BE,S-D,MALE,9
96648,Philippe Lamberts,BE,VERTS-ALE,MALE,9
125106,Johan Van Overtveldt,BE,ECR,MALE,9
197467,Geert Bourgeois,BE,ECR,MALE,9
197463,Olivier Chastel,BE,RENEW,MALE,9
97058,Guy Verhofstadt,BE,RENEW,MALE,9
187917,Marc Botenga,BE,THE-LEFT,MALE,9
124973,Gerolf Annemans,BE,ID,MALE,9
185771,Tom Vandendriessche,BE,ID,MALE,9
197472,Filip De Man,BE,ID,MALE,9
107212,Andrey Novakov,BG,PPE,MALE,9
124850,Emil Radev,BG,PPE,MALE,9
189525,Asim Ademov,BG,PPE,MALE,9
197836,Alexander Alexandrov Yordanov,BG,PPE,MALE,9
197839,Radan Kanev,BG,PPE,MALE,9
97968,Andrey Kovatchev,BG,PPE,MALE,9
124852,Sergei Stanishev,BG,S-D,MALE,9
197844,Petar Vitanov,BG,S-D,MALE,9
197846,Ivo Hristov,BG,S-D,MALE,9
124873,Angel Dzhambazki,BG,ECR,MALE,9
197849,Andrey Slabakov,BG,ECR,MALE,9
124866,Ilhan Kyuchyuk,BG,RENEW,MALE,9
124701,Luděk Niedermayer,CZ,PPE,MALE,9
124704,Stanislav Polčák,CZ,PPE,MALE,9
124713,Tomáš Zdechovský,CZ,PPE,MALE,9
125706,Jiří Pospíšil,CZ,PPE,MALE,9
197564,Hynek Blaško,CZ,NI,MALE,9
197539,Mikuláš Peksa,CZ,VERTS-ALE,MALE,9
