identifier,name,country,political_group,gender,parliamentary_term,speeches
197841,Liudas Mažylis,LT,PPE,MALE,10,37
197843,Andrius Kubilius,LT,PPE,MALE,10,21
256809,Paulius Saudargas,LT,PPE,MALE,10,31
119652,Vytenis Povilas Andriukaitis,LT,S-D,MALE,10,166
201945,Virginijus Sinkevičius,LT,VERTS-ALE,MALE,10,46
256811,Aurelijus Veryga,LT,ECR,MALE,10,46
96697,Waldemar Tomaszewski,LT,ECR,MALE,10,0
124766,Petras Auštrevičius,LT,RENEW,MALE,10,55
256807,Dainius Žalimas,LT,RENEW,MALE,10,38
193419,Christophe Hansen,LU,PPE,MALE,10,24
256900,Fernand Kartheiser,LU,NI,MALE,10,34
256900,Fernand Kartheiser,LU,NI,MALE,10,34
202073,Marc Angel,LU,S-D,MALE,10,44
256900,Fernand Kartheiser,LU,ECR,MALE,10,34
256900,Fernand Kartheiser,LU,ECR,MALE,10,34
840,Charles Goerens,LU,RENEW,MALE,10,21
256863,Zoltán Tarr,HU,PPE,MALE,10,31
256864,András Tivadar Kulja,HU,PPE,MALE,10,32
256868,Péter Magyar,HU,PPE,MALE,10,15
124722,Csaba Molnár,HU,S-D,MALE,10,8
113523,Peter Agius,MT,PPE,MALE,10,15
28122,David Casa,MT,PPE,MALE,10,15
197403,Alex Agius Saliba,MT,S-D,MALE,10,75
256934,Daniel Attard,MT,S-D,MALE,10,26
256936,Thomas Bajada,MT,S-D,MALE,10,43
125325,Sander Smit,NL,PPE,MALE,10,37
125325,Sander Smit,NL,PPE,MALE,10,37
197778,Tom Berendsen,NL,PPE,MALE,10,24
95074,Jeroen Lenaers,NL,PPE,MALE,10,51
97399,Dirk Gotink,NL,PPE,MALE,10,38
197782,Mohammed Chahim,NL,S-D,MALE,10,47
218347,Thijs Reuten,NL,S-D,MALE,10,68
256978,Reinier Van Lanschot,NL,VERTS-ALE,MALE,10,62
96725,Bas Eickhout,NL,VERTS-ALE,MALE,10,26
125325,Sander Smit,NL,ECR,MALE,10,37
125325,Sander Smit,NL,ECR,MALE,10,37
197773,Bert-Jan Ruissen,NL,ECR,MALE,10,71
197780,Bart Groothuis,NL,RENEW,MALE,10,24
197781,Malik Azmani,NL,RENEW,MALE,10,16
96940,Gerben-Jan Gerbrandy,NL,RENEW,MALE,10,49
190713,Lukas Mandl,AT,PPE,MALE,10,64
197648,Alexander Bernhuber,AT,PPE,MALE,10,14
220896,Reinhold Lopatka,AT,PPE,MALE,10,88
197670,Andreas Schieder,AT,S-D,MALE,10,28
197677,Günther Sidl,AT,S-D,MALE,10,18
197682,Hannes Heide,AT,S-D,MALE,10,49
190464,Thomas Waitz,AT,VERTS-ALE,MALE,10,31
256841,Helmut Brandstätter,AT,RENEW,MALE,10,85
124893,Bogdan Andrzej Zdrojewski,PL,PPE,MALE,10,18
124895,Krzysztof Hetman,PL,PPE,MALE,10,30
197492,Bartosz Arłukowicz,PL,PPE,MALE,10,3
197514,Andrzej Halicki,PL,PPE,MALE,10,32
197517,Adam Jarubas,PL,PPE,MALE,10,13
197523,Łukasz Kohut,PL,PPE,MALE,10,21
23781,Janusz Lewandowski,PL,PPE,MALE,10,6
251324,Krzysztof Brejza,PL,PPE,MALE,10,12
257026,Michał Szczerba,PL,PPE,MALE,10,95
257031,Dariusz Joński,PL,PPE,MALE,10,52
257041,Jacek Protas,PL,PPE,MALE,10,11
257042,Marcin Kierwiński,PL,PPE,MALE,10,1
257045,Michał Wawrykiewicz,PL,PPE,MALE,10,41
257047,Borys Budka,PL,PPE,MALE,10,5
257051,Andrzej Buła,PL,PPE,MALE,10,9
86057,Bartłomiej Sienkiewicz,PL,PPE,MALE,10,16
257067,Grzegorz Braun,PL,NI,MALE,10,60
257072,Tomasz Buczek,PL,NI,MALE,10,27
197498,Robert Biedroń,PL,S-D,MALE,10,14
257085,Krzysztof Śmiszek,PL,S-D,MALE,10,21
124884,Kosma Złotowski,PL,ECR,MALE,10,29
197501,Joachim Stanisław Brudziński,PL,ECR,MALE,10,29
197516,Patryk Jaki,PL,ECR,MALE,10,45
197545,Bogdan Rzońca,PL,ECR,MALE,10,69
204346,Dominik Tarczyński,PL,ECR,MALE,10,8
23788,Adam Bielan,PL,ECR,MALE,10,48
257052,Maciej Wąsik,PL,ECR,MALE,10,24
257056,Mariusz Kamiński,PL,ECR,MALE,10,30
257058,Daniel Obajtek,PL,ECR,MALE,10,11
257060,Arkadiusz Mularczyk,PL,ECR,MALE,10,49
257073,Tobiasz Bocheński,PL,ECR,MALE,10,33
257076,Michał Dworczyk,PL,ECR,MALE,10,20
257080,Piotr Müller,PL,ECR,MALE,10,34
257086,Jacek Ozdoba,PL,ECR,MALE,10,34
99878,Waldemar Buda,PL,ECR,MALE,10,16
257037,Michał Kobosko,PL,RENEW,MALE,10,40
257048,Paulo Do Nascimento Cabral,PT,PPE,MALE,10,41
257065,Sérgio Humberto,PT,PPE,MALE,10,35
257068,Hélder Sousa Silva,PT,PPE,MALE,10,50
257078,Paulo Cunha,PT,PPE,MALE,10,39
257081,Sebastião Bugalho,PT,PPE,MALE,10,38
257059,Bruno Gonçalves,PT,S-D,MALE,10,51
257066,André Franqueira Rodrigues,PT,S-D,MALE,10,24
257079,Sérgio Gonçalves,PT,S-D,MALE,10,17
28307,Francisco Assis,PT,S-D,MALE,10,81
257057,João Cotrim De Figueiredo,PT,RENEW,MALE,10,22
257083,João Oliveira,PT,THE-LEFT,MALE,10,273
124802,Siegfried Mureşan,RO,PPE,MALE,10,41
125012,Daniel Buda,RO,PPE,MALE,10,36
197636,Ioan-Rareş Bogdan,RO,PPE,MALE,10,14
197646,Mircea-Gheorghe Hava,RO,PPE,MALE,10,0
197647,Dan-Ştefan Motreanu,RO,PPE,MALE,10,8
197649,Gheorghe Falcă,RO,PPE,MALE,10,6
257107,Virgil-Daniel Popescu,RO,PPE,MALE,10,8
39725,Iuliu Winkler,RO,PPE,MALE,10,1
98582,Loránt Vincze,RO,PPE,MALE,10,13
257118,Luis-Vicențiu Lazarus,RO,NI,MALE,10,37
124784,Dan Nica,RO,S-D,MALE,10,25
197653,Claudiu Manda,RO,S-D,MALE,10,0
197658,Dragoş Benea,RO,S-D,MALE,10,3
198183,Mihai Tudose,RO,S-D,MALE,10,0
257100,Gheorghe Cârciu,RO,S-D,MALE,10,0
257103,Ştefan Muşoiu,RO,S-D,MALE,10,16
33998,Vasile Dîncu,RO,S-D,MALE,10,23
40224,Andi Cristea,RO,S-D,MALE,10,16
88882,Victor Negrescu,RO,S-D,MALE,10,183
58766,Nicolae Ștefănuță,RO,VERTS-ALE,MALE,10,179
197655,Cristian Terheş,RO,ECR,MALE,10,58
257114,Claudiu-Richard Târziu,RO,ECR,MALE,10,38
257115,Gheorghe Piperea,RO,ECR,MALE,10,35
257117,Adrian-George Axinia,RO,ECR,MALE,10,33
257119,Şerban Dimitrie Sturdza,RO,ECR,MALE,10,34
197672,Eugen Tomac,RO,RENEW,MALE,10,19
257110,Dan Barna,RO,RENEW,MALE,10,50
257112,Vlad Vasile-Voiculescu,RO,RENEW,MALE,10,19
219652,Matej Tonin,SI,PPE,MALE,10,45
220908,Branko Grims,SI,PPE,MALE,10,16
96933,Milan Zver,SI,PPE,MALE,10,6
233862,Matjaž Nemec,SI,S-D,MALE,10,58
256813,Vladimir Prebilič,SI,VERTS-ALE,MALE,10,33
256815,Marjan Šarec,SI,RENEW,MALE,10,10
249982,Milan Mazurek,SK,NI,MALE,10,47
257005,Ľuboš Blaha,SK,NI,MALE,10,27
257007,Erik Kaliňák,SK,NI,MALE,10,24
257018,Branislav Ondruš,SK,NI,MALE,10,30
197769,Michal Wiezik,SK,RENEW,MALE,10,17
197770,Martin Hojsík,SK,RENEW,MALE,10,236
257010,Ľudovít Ódor,SK,RENEW,MALE,10,13
256804,Pekka Toveri,FI,PPE,MALE,10,20
256810,Mika Aaltola,FI,PPE,MALE,10,40
197800,Eero Heinäluoma,FI,S-D,MALE,10,26
197802,Ville Niinistö,FI,VERTS-ALE,MALE,10,25
256806,Sebastian Tynkkynen,FI,ECR,MALE,10,269
197398,Pär Holmgren,SE,VERTS-ALE,MALE,10,25
123562,Charlie Weimers,SE,ECR,MALE,10,57
257091,Dick Erixon,SE,ECR,MALE,10,33
